t,dtMs,drawCalls,setPass,batches,bullets
9.825,4.84,102,29,102,143
9.832,7.03,100,29,100,140
9.838,6.07,99,29,99,134
9.843,5.24,94,29,94,134
9.848,5.10,93,29,93,131
9.854,5.68,90,29,90,129
9.859,4.97,90,29,90,126
9.864,5.32,89,29,89,124
9.870,5.30,88,29,88,121
9.875,5.61,85,29,85,118
9.880,5.00,82,29,82,118
9.886,5.49,82,29,82,115
9.891,4.89,81,29,81,112
9.896,5.33,79,29,79,110
9.945,48.60,78,29,78,107
9.950,5.25,74,29,74,86
9.955,4.84,60,29,60,83
9.960,5.20,56,29,56,81
9.966,6.12,56,29,56,78
9.971,4.74,54,29,54,75
9.976,4.87,53,29,53,75
9.981,5.13,52,29,52,73
9.985,4.21,52,29,52,70
9.989,4.38,52,29,52,68
9.995,5.93,51,29,51,68
10.002,6.71,51,29,51,68
10.008,5.82,51,29,51,68
10.013,5.08,51,29,51,68
10.018,4.90,50,29,50,64
10.023,4.80,50,29,50,62
10.027,4.64,49,29,49,59
10.033,5.25,49,29,49,59
10.037,4.88,49,29,49,56
10.042,4.69,48,29,48,52
10.046,4.38,47,29,47,52
10.051,4.35,47,29,47,52
10.056,5.54,47,29,47,52
10.062,5.87,47,29,47,52
10.067,4.69,47,29,47,52
10.072,4.61,47,29,47,52
10.076,4.17,47,29,47,52
10.080,4.30,47,29,47,52
10.085,4.91,47,29,47,52
10.091,5.90,47,29,47,52
10.096,5.31,46,29,46,52
10.101,5.12,46,29,46,28
10.106,4.85,39,29,39,24
10.110,4.39,39,29,39,24
10.115,4.72,39,29,39,21
10.120,4.64,37,29,37,19
10.124,4.06,36,29,36,15
10.129,5.48,34,29,34,15
10.134,4.57,34,29,34,12
10.140,5.80,33,29,33,10
10.144,4.67,33,29,33,10
10.149,4.68,33,29,33,5
10.153,4.25,33,29,33,2
10.158,4.34,32,29,32,0
10.163,4.89,30,28,30,0
10.168,4.91,30,28,30,0
10.172,4.66,30,28,30,0
10.180,7.60,30,28,30,0
10.184,4.17,30,28,30,0
10.188,4.49,30,28,30,0
10.193,4.81,30,28,30,0
10.198,4.45,30,28,30,0
10.241,43.48,30,28,30,0
10.246,4.62,30,28,30,0
10.252,5.99,30,28,30,0
10.257,5.05,30,28,30,0
10.261,4.28,30,28,30,0
10.266,5.09,30,28,30,0
10.271,4.73,30,28,30,0
10.275,3.99,30,28,30,0
10.280,5.40,30,28,30,0
10.285,4.97,30,28,30,0
10.292,6.92,30,28,30,0
10.297,4.81,30,28,30,0
10.302,4.53,30,28,30,0
10.306,4.13,30,28,30,0
10.310,4.11,30,28,30,0
10.315,5.02,30,28,30,0
10.320,5.50,30,28,30,0
10.325,4.65,30,28,30,0
10.330,5.49,30,28,30,0
10.335,4.60,30,28,30,0
10.340,5.13,30,28,30,0
10.345,4.99,30,28,30,0
10.350,5.05,30,28,30,0
10.355,4.39,30,28,30,0
10.359,4.87,30,28,30,0
10.364,4.69,30,28,30,0
10.370,5.71,30,28,30,0
10.375,5.13,30,28,30,0
10.380,5.14,30,28,30,0
10.385,4.63,30,28,30,0
10.390,5.10,30,28,30,0
10.395,4.91,30,28,30,0
10.399,4.49,30,28,30,0
10.404,4.81,30,28,30,0
10.409,4.68,30,28,30,0
10.413,4.19,30,28,30,0
10.417,4.20,30,28,30,0
10.422,4.54,30,28,30,0
10.426,4.65,30,28,30,0
10.431,4.69,30,28,30,0
10.436,4.88,30,28,30,0
10.441,4.63,30,28,30,0
10.446,5.60,30,28,30,0
10.451,4.91,30,28,30,0
10.457,5.65,30,28,30,0
10.462,5.65,30,28,30,0
10.470,7.17,30,28,30,0
10.474,4.68,30,28,30,0
10.479,4.72,30,28,30,0
10.483,4.50,30,28,30,0
10.488,4.18,30,28,30,0
10.492,4.26,30,28,30,0
10.497,5.19,30,28,30,0
10.503,5.69,30,28,30,0
10.547,43.99,30,28,30,0
10.551,4.64,30,28,30,0
10.556,4.46,30,28,30,0
10.561,5.21,30,28,30,0
10.567,5.73,30,28,30,0
10.572,4.67,30,28,30,0
10.576,4.76,30,28,30,0
10.581,4.36,30,28,30,0
10.585,4.08,30,28,30,0
10.590,5.14,30,28,30,0
10.594,4.59,30,28,30,0
10.600,5.57,30,28,30,0
10.605,4.59,30,28,30,0
10.609,4.28,30,28,30,0
10.613,4.20,30,28,30,0
10.618,4.62,30,28,30,0
10.624,6.73,30,28,30,0
10.629,4.99,30,28,30,0
10.634,4.99,30,28,30,0
10.639,4.63,30,28,30,0
10.643,3.97,30,28,30,0
10.647,4.19,30,28,30,0
10.652,4.35,30,28,30,0
10.656,4.40,30,28,30,0
10.662,6.32,30,28,30,0
10.670,7.30,30,28,30,0
10.674,4.82,30,28,30,0
10.679,4.56,30,28,30,0
10.684,4.84,30,28,30,0
10.688,4.61,30,28,30,0
10.692,4.06,30,28,30,0
10.697,4.61,30,28,30,0
10.702,4.63,30,28,30,0
10.706,4.11,30,28,30,0
10.710,4.23,30,28,30,0
10.715,4.80,30,28,30,0
10.720,4.68,30,28,30,0
10.724,4.33,30,28,30,0
10.729,5.08,30,28,30,0
10.734,5.18,30,28,30,0
10.739,4.63,30,28,30,0
10.743,4.55,30,28,30,0
10.748,4.81,30,28,30,0
10.752,4.20,30,28,30,0
10.757,4.76,30,28,30,0
10.763,5.54,30,28,30,0
10.767,4.82,30,28,30,0
10.772,4.17,30,28,30,0
10.776,4.36,30,28,30,0
10.780,4.49,30,28,30,0
10.785,4.30,30,28,30,0
10.789,4.45,30,28,30,0
10.795,5.50,30,28,30,0
10.800,5.01,30,28,30,0
10.804,4.20,30,28,30,0
10.848,44.40,30,28,30,0
10.853,4.75,30,28,30,0
10.859,5.58,30,28,30,0
10.863,4.64,30,28,30,0
10.868,4.48,30,28,30,0
10.874,6.53,30,28,30,0
10.880,5.90,30,28,30,0
10.885,4.69,30,28,30,0
10.890,4.95,30,28,30,0
10.894,4.32,30,28,30,0
10.900,6.22,30,28,30,0
10.905,4.60,30,28,30,0
10.909,4.44,30,28,30,0
10.915,5.31,30,28,30,0
10.919,4.65,30,28,30,0
10.924,4.71,30,28,30,0
10.928,4.02,30,28,30,0
10.935,6.42,30,28,30,0
10.939,4.55,30,28,30,0
10.943,4.16,30,28,30,0
10.948,4.39,30,28,30,0
10.952,4.45,30,28,30,0
10.956,4.29,30,28,30,0
10.961,4.25,30,28,30,0
10.968,7.13,30,28,30,0
10.972,4.52,30,28,30,0
10.977,4.64,30,28,30,0
10.982,5.24,30,28,30,0
10.987,4.67,30,28,30,0
10.991,4.29,30,28,30,0
10.997,5.88,30,28,30,0
11.002,4.76,30,28,30,0
11.006,4.74,30,28,30,0
11.011,4.77,30,28,30,0
11.016,4.29,30,28,30,0
11.020,4.32,30,28,30,0
11.025,5.07,30,28,30,0
11.030,5.00,30,28,30,0
11.034,4.34,30,28,30,0
11.039,4.68,30,28,30,0
11.043,4.46,30,28,30,0
11.049,5.10,30,28,30,0
11.053,4.39,30,28,30,0
11.059,5.78,30,28,30,0
11.064,4.94,30,28,30,0
11.069,5.41,30,28,30,0
11.074,5.42,30,28,30,0
11.080,5.44,30,28,30,0
11.086,5.88,30,28,30,0
11.092,5.89,30,28,30,0
11.096,4.48,30,28,30,0
11.101,5.00,30,28,30,0
11.106,4.48,30,28,30,0
11.150,44.59,30,28,30,0
11.156,5.92,30,28,30,0
11.162,6.08,30,28,30,0
11.167,5.04,30,28,30,0
11.171,4.24,30,28,30,0
11.177,5.52,30,28,30,0
11.182,4.91,30,28,30,0
11.186,4.04,30,28,30,0
11.190,4.36,30,28,30,0
11.195,4.81,30,28,30,0
11.201,6.10,30,28,30,0
11.206,5.02,30,28,30,0
11.212,5.56,30,28,30,0
11.217,5.49,30,28,30,0
11.223,6.13,30,28,30,0
11.228,4.39,30,28,30,0
11.233,5.54,30,28,30,0
11.238,4.92,30,28,30,0
11.243,4.80,30,28,30,0
11.249,5.70,30,28,30,0
11.254,5.31,30,28,30,0
11.259,4.74,30,28,30,0
11.263,4.65,30,28,30,0
11.269,5.13,30,28,30,0
11.274,5.09,30,28,30,0
11.278,4.45,30,28,30,0
11.283,4.43,30,28,30,0
11.287,4.55,30,28,30,0
11.292,4.36,30,28,30,0
11.296,4.47,30,28,30,0
11.301,5.27,30,28,30,0
11.306,5.02,30,28,30,0
11.310,4.02,30,28,30,0
11.315,4.38,30,28,30,0
11.320,4.92,30,28,30,0
11.324,4.54,30,28,30,0
11.329,4.97,30,28,30,0
11.335,5.56,30,28,30,0
11.339,4.64,30,28,30,0
11.344,4.69,30,28,30,0
11.348,4.46,30,28,30,0
11.352,4.01,30,28,30,0
11.357,4.54,30,28,30,0
11.362,5.11,30,28,30,0
11.367,4.57,30,28,30,0
11.372,5.43,30,28,30,0
11.377,4.81,30,28,30,0
11.381,4.05,30,28,30,0
11.385,4.21,30,28,30,0
11.390,4.45,30,28,30,0
11.394,4.31,30,28,30,0
11.401,6.89,30,28,30,0
11.406,5.17,30,28,30,0
11.449,43.46,30,28,30,0
11.457,7.55,30,28,30,0
11.462,4.70,30,28,30,0
11.466,4.14,30,28,30,0
11.471,4.84,30,28,30,0
11.476,5.04,30,28,30,0
11.481,5.48,30,28,30,0
11.487,5.49,30,28,30,0
11.491,4.78,30,28,30,0
11.498,6.27,30,28,30,0
11.503,5.73,30,28,30,0
11.509,5.19,30,28,30,0
11.514,4.95,30,28,30,0
11.518,4.72,30,28,30,0
11.523,4.76,30,28,30,0
11.527,4.25,30,28,30,0
11.533,5.84,30,28,30,0
11.538,4.64,30,28,30,0
11.542,4.04,30,28,30,0
11.546,4.63,30,28,30,0
11.551,4.78,30,28,30,0
11.555,4.15,30,28,30,0
11.560,4.62,30,28,30,0
11.566,5.91,30,28,30,0
11.571,5.18,30,28,30,0
11.576,4.71,30,28,30,0
11.582,5.89,30,28,30,0
11.586,4.13,30,28,30,0
11.590,4.31,30,28,30,0
11.595,4.91,30,28,30,0
11.600,4.74,30,28,30,0
11.605,4.86,30,28,30,0
11.611,6.74,30,28,30,0
11.616,4.26,30,28,30,0
11.620,4.38,30,28,30,0
11.625,4.94,30,28,30,0
11.630,5.10,30,28,30,0
11.634,4.11,30,28,30,0
11.639,5.25,30,28,30,0
11.644,4.61,30,28,30,0
11.648,4.29,30,28,30,0
11.653,4.88,30,28,30,0
11.658,4.75,30,28,30,0
11.665,7.39,30,28,30,0
11.670,5.11,30,28,30,0
11.675,4.42,30,28,30,0
11.680,4.89,30,28,30,0
11.686,6.57,30,28,30,0
11.691,4.96,30,28,30,0
11.696,5.08,30,28,30,0
11.702,5.30,30,28,30,0
11.707,5.05,30,28,30,0
11.750,43.52,30,28,30,0
11.755,5.13,30,28,30,0
11.760,4.90,30,28,30,0
11.765,5.20,30,28,30,0
11.770,4.77,30,28,30,0
11.775,4.75,30,28,30,0
11.780,5.35,30,28,30,0
11.785,4.36,30,28,30,0
11.789,4.68,30,28,30,0
11.794,5.04,30,28,30,0
11.799,4.62,30,28,30,0
11.803,4.01,30,28,30,0
11.807,4.47,30,28,30,0
11.812,4.56,30,28,30,0
11.816,4.40,30,28,30,0
11.821,4.32,30,28,30,0
11.825,4.42,30,28,30,0
11.830,4.82,30,28,30,0
11.837,6.64,30,28,30,0
11.841,4.80,30,28,30,0
11.846,4.18,30,28,30,0
11.850,4.60,30,28,30,0
11.855,4.83,30,28,30,0
11.860,4.79,30,28,30,0
11.865,4.66,30,28,30,0
11.871,6.30,30,28,30,0
11.877,5.71,30,28,30,0
11.883,6.31,30,28,30,0
11.888,5.22,30,28,30,0
11.893,5.00,30,28,30,0
11.898,4.70,30,28,30,0
11.905,6.81,30,28,30,0
11.910,5.41,30,28,30,0
11.915,5.34,30,28,30,0
11.920,4.67,30,28,30,0
11.924,4.40,30,28,30,0
11.930,6.02,30,28,30,0
11.936,5.76,30,28,30,0
11.941,4.50,30,28,30,0
11.945,4.46,30,28,30,0
11.950,4.75,30,28,30,0
11.954,4.29,30,28,30,0
11.960,5.60,30,28,30,0
11.966,5.79,30,28,30,0
11.970,4.81,30,28,30,0
11.975,4.45,30,28,30,0
11.980,4.99,30,28,30,0
11.984,4.08,30,28,30,0
11.988,4.44,30,28,30,0
11.994,6.08,30,28,30,0
11.999,5.01,30,28,30,0
12.005,5.33,30,28,30,0
12.009,4.41,30,28,30,0
12.052,42.82,30,28,30,0
