t,dtMs,drawCalls,setPass,batches,bullets
9.925,5.24,30,28,30,109
9.930,5.08,30,28,30,106
9.975,44.24,30,28,30,103
9.981,6.33,30,28,30,84
9.987,6.60,30,28,30,81
9.994,6.12,30,28,30,79
9.999,5.58,30,28,30,76
10.004,5.04,30,28,30,73
10.011,6.28,30,28,30,71
10.016,5.38,30,28,30,69
10.021,5.19,30,28,30,67
10.029,7.51,30,28,30,67
10.035,5.96,30,28,30,67
10.041,6.54,30,28,30,67
10.047,6.22,30,28,30,66
10.054,6.59,30,28,30,60
10.061,6.65,30,28,30,58
10.066,5.31,30,28,30,54
10.071,5.19,30,28,30,54
10.077,5.59,30,28,30,51
10.081,4.55,30,28,30,51
10.086,4.84,30,28,30,51
10.092,6.17,30,28,30,51
10.098,5.76,30,28,30,51
10.104,6.25,30,28,30,51
10.110,5.74,30,28,30,51
10.115,4.67,30,28,30,51
10.120,5.42,30,28,30,51
10.126,6.11,30,28,30,28
10.132,5.54,30,28,30,28
10.138,6.61,30,28,30,25
10.146,7.40,30,28,30,22
10.151,5.26,30,28,30,19
10.156,4.62,30,28,30,14
10.161,4.94,30,28,30,14
10.166,5.33,30,28,30,11
10.172,6.01,30,28,30,8
10.177,4.86,30,28,30,5
10.181,4.64,30,28,30,3
10.187,5.31,30,28,30,0
10.192,5.18,30,28,30,0
10.196,4.42,30,28,30,0
10.201,4.27,30,28,30,0
10.205,4.36,30,28,30,0
10.210,5.08,30,28,30,0
10.215,5.42,30,28,30,0
10.220,4.76,30,28,30,0
10.226,5.96,30,28,30,0
10.232,5.89,30,28,30,0
10.278,46.15,30,28,30,0
10.284,5.81,30,28,30,0
10.289,4.84,30,28,30,0
10.294,5.00,30,28,30,0
10.299,5.02,30,28,30,0
10.304,5.51,30,28,30,0
10.309,4.66,30,28,30,0
10.313,3.96,30,28,30,0
10.318,4.64,30,28,30,0
10.323,4.92,30,28,30,0
10.328,5.86,30,28,30,0
10.334,5.71,30,28,30,0
10.339,4.88,30,28,30,0
10.344,4.82,30,28,30,0
10.349,4.97,30,28,30,0
10.354,5.61,30,28,30,0
10.359,5.11,30,28,30,0
10.364,4.45,30,28,30,0
10.369,4.80,30,28,30,0
10.374,4.84,30,28,30,0
10.379,5.36,30,28,30,0
10.384,5.13,30,28,30,0
10.389,4.91,30,28,30,0
10.397,8.06,30,28,30,0
10.403,5.64,30,28,30,0
10.408,4.88,30,28,30,0
10.412,4.34,30,28,30,0
10.418,6.07,30,28,30,0
10.425,6.97,30,28,30,0
10.430,5.52,30,28,30,0
10.435,4.53,30,28,30,0
10.439,4.03,30,28,30,0
10.444,4.58,30,28,30,0
10.449,5.61,30,28,30,0
10.454,4.58,30,28,30,0
10.459,5.52,30,28,30,0
10.465,5.81,30,28,30,0
10.470,4.48,30,28,30,0
10.474,4.31,30,28,30,0
10.478,4.34,30,28,30,0
10.482,4.24,30,28,30,0
10.487,4.67,30,28,30,0
10.493,5.53,30,28,30,0
10.498,5.00,30,28,30,0
10.503,5.14,30,28,30,0
10.507,4.49,30,28,30,0
10.512,4.72,30,28,30,0
10.517,4.50,30,28,30,0
10.521,4.64,30,28,30,0
10.526,4.88,30,28,30,0
10.531,4.79,30,28,30,0
10.536,5.06,30,28,30,0
10.581,45.07,30,28,30,0
10.586,5.04,30,28,30,0
10.592,5.73,30,28,30,0
10.599,7.11,30,28,30,0
10.604,5.17,30,28,30,0
10.608,4.43,30,28,30,0
10.613,4.93,30,28,30,0
10.619,5.89,30,28,30,0
10.624,4.94,30,28,30,0
10.629,4.67,30,28,30,0
10.634,4.67,30,28,30,0
10.638,4.59,30,28,30,0
10.643,4.54,30,28,30,0
10.647,4.37,30,28,30,0
10.652,4.55,30,28,30,0
10.657,4.95,30,28,30,0
10.661,4.52,30,28,30,0
10.666,5.01,30,28,30,0
10.673,6.65,30,28,30,0
10.677,4.69,30,28,30,0
10.682,4.77,30,28,30,0
10.687,4.85,30,28,30,0
10.692,4.49,30,28,30,0
10.696,4.96,30,28,30,0
10.701,4.75,30,28,30,0
10.706,4.34,30,28,30,0
10.710,4.23,30,28,30,0
10.714,4.58,30,28,30,0
10.720,5.65,30,28,30,0
10.725,4.63,30,28,30,0
10.730,4.93,30,28,30,0
10.735,5.13,30,28,30,0
10.739,4.34,30,28,30,0
10.744,4.98,30,28,30,0
10.749,5.40,30,28,30,0
10.754,4.42,30,28,30,0
10.758,4.50,30,28,30,0
10.763,4.99,30,28,30,0
10.768,4.65,30,28,30,0
10.772,4.42,30,28,30,0
10.777,4.74,30,28,30,0
10.782,4.53,30,28,30,0
10.796,14.22,30,28,30,0
10.802,5.96,30,28,30,0
10.807,5.15,30,28,30,0
10.812,4.67,30,28,30,0
10.818,5.93,30,28,30,0
10.825,7.70,30,28,30,0
10.830,4.80,30,28,30,0
10.836,5.51,30,28,30,0
10.840,4.73,30,28,30,0
10.888,48.16,30,28,30,0
10.894,5.25,30,28,30,0
10.899,5.12,30,28,30,0
10.905,5.91,30,28,30,0
10.910,4.95,30,28,30,0
10.914,4.11,30,28,30,0
10.919,5.21,30,28,30,0
10.924,5.42,30,28,30,0
10.930,5.93,30,28,30,0
10.935,4.85,30,28,30,0
10.940,4.80,30,28,30,0
10.945,4.90,30,28,30,0
10.952,6.60,30,28,30,0
10.957,5.31,30,28,30,0
10.962,5.11,30,28,30,0
10.967,4.95,30,28,30,0
10.971,4.53,30,28,30,0
10.976,4.52,30,28,30,0
10.981,4.65,30,28,30,0
10.985,4.22,30,28,30,0
10.989,4.33,30,28,30,0
10.993,4.33,30,28,30,0
10.998,4.65,30,28,30,0
11.003,4.76,30,28,30,0
11.007,4.45,30,28,30,0
11.012,4.20,30,28,30,0
11.016,4.22,30,28,30,0
11.020,4.66,30,28,30,0
11.025,4.17,30,28,30,0
11.029,4.48,30,28,30,0
11.033,4.04,30,28,30,0
11.037,4.22,30,28,30,0
11.042,4.27,30,28,30,0
11.046,4.80,30,28,30,0
11.051,4.52,30,28,30,0
11.056,4.85,30,28,30,0
11.061,5.28,30,28,30,0
11.065,4.19,30,28,30,0
11.069,4.21,30,28,30,0
11.074,4.44,30,28,30,0
11.079,4.91,30,28,30,0
11.083,4.32,30,28,30,0
11.088,4.80,30,28,30,0
11.093,4.96,30,28,30,0
11.098,4.63,30,28,30,0
11.103,5.27,30,28,30,0
11.107,4.50,30,28,30,0
11.111,4.21,30,28,30,0
11.116,4.13,30,28,30,0
11.120,4.36,30,28,30,0
11.126,6.27,30,28,30,0
11.131,4.26,30,28,30,0
11.135,4.20,30,28,30,0
11.139,4.34,30,28,30,0
11.143,4.30,30,28,30,0
11.190,46.54,30,28,30,0
11.197,7.56,30,28,30,0
11.203,5.82,30,28,30,0
11.210,6.30,30,28,30,0
11.214,4.58,30,28,30,0
11.220,5.42,30,28,30,0
11.225,5.80,30,28,30,0
11.231,5.22,30,28,30,0
11.236,4.94,30,28,30,0
11.240,4.51,30,28,30,0
11.245,4.59,30,28,30,0
11.250,5.08,30,28,30,0
11.254,4.69,30,28,30,0
11.260,5.10,30,28,30,0
11.264,4.90,30,28,30,0
11.270,5.21,30,28,30,0
11.274,4.58,30,28,30,0
11.279,5.15,30,28,30,0
11.285,6.14,30,28,30,0
11.291,5.08,30,28,30,0
11.296,5.42,30,28,30,0
11.303,7.03,30,28,30,0
11.308,4.90,30,28,30,0
11.313,5.50,30,28,30,0
11.318,4.92,30,28,30,0
11.324,5.17,30,28,30,0
11.329,5.08,30,28,30,0
11.333,4.36,30,28,30,0
11.337,4.36,30,28,30,0
11.343,5.91,30,28,30,0
11.348,5.24,30,28,30,0
11.354,5.15,30,28,30,0
11.359,4.89,30,28,30,0
11.364,5.20,30,28,30,0
11.369,4.92,30,28,30,0
11.374,5.85,30,28,30,0
11.379,5.01,30,28,30,0
11.384,4.87,30,28,30,0
11.389,4.49,30,28,30,0
11.393,4.32,30,28,30,0
11.397,4.16,30,28,30,0
11.402,4.52,30,28,30,0
11.407,4.66,30,28,30,0
11.411,4.66,30,28,30,0
11.415,4.29,30,28,30,0
11.420,4.52,30,28,30,0
11.428,8.00,30,28,30,0
11.433,4.66,30,28,30,0
11.437,4.60,30,28,30,0
11.442,4.27,30,28,30,0
11.446,4.83,30,28,30,0
11.493,46.77,30,28,30,0
11.500,6.79,30,28,30,0
11.507,6.67,30,28,30,0
11.511,4.88,30,28,30,0
11.515,4.01,30,28,30,0
11.520,4.22,30,28,30,0
11.524,4.22,30,28,30,0
11.529,5.37,30,28,30,0
11.534,5.16,30,28,30,0
11.539,4.81,30,28,30,0
11.545,5.38,30,28,30,0
11.552,6.87,30,28,30,0
11.556,4.86,30,28,30,0
11.562,5.52,30,28,30,0
11.566,4.09,30,28,30,0
11.571,5.38,30,28,30,0
11.576,4.91,30,28,30,0
11.581,4.32,30,28,30,0
11.586,5.39,30,28,30,0
11.591,5.43,30,28,30,0
11.596,4.20,30,28,30,0
11.600,4.33,30,28,30,0
11.605,4.81,30,28,30,0
11.610,4.80,30,28,30,0
11.614,4.15,30,28,30,0
11.619,5.15,30,28,30,0
11.626,7.05,30,28,30,0
11.631,5.17,30,28,30,0
11.638,6.71,30,28,30,0
11.642,4.36,30,28,30,0
11.647,5.30,30,28,30,0
11.653,5.08,30,28,30,0
11.657,4.49,30,28,30,0
11.662,4.92,30,28,30,0
11.667,4.93,30,28,30,0
11.673,5.88,30,28,30,0
11.677,4.29,30,28,30,0
11.682,5.09,30,28,30,0
11.688,6.00,30,28,30,0
11.693,4.63,30,28,30,0
11.699,6.23,30,28,30,0
11.704,4.95,30,28,30,0
11.709,4.74,30,28,30,0
11.714,5.00,30,28,30,0
11.718,4.60,30,28,30,0
11.723,4.28,30,28,30,0
11.728,5.31,30,28,30,0
11.733,5.05,30,28,30,0
11.737,4.59,30,28,30,0
11.743,5.43,30,28,30,0
11.748,4.82,30,28,30,0
11.795,46.84,30,28,30,0
11.799,4.79,30,28,30,0
11.804,4.46,30,28,30,0
11.809,5.43,30,28,30,0
11.814,5.12,30,28,30,0
11.820,5.17,30,28,30,0
11.824,4.11,30,28,30,0
11.828,4.23,30,28,30,0
11.832,4.05,30,28,30,0
11.836,4.40,30,28,30,0
11.842,5.25,30,28,30,0
11.848,6.03,30,28,30,0
11.853,5.54,30,28,30,0
11.858,4.51,30,28,30,0
11.862,4.46,30,28,30,0
11.868,5.60,30,28,30,0
11.873,5.32,30,28,30,0
11.879,5.61,30,28,30,0
11.883,4.54,30,28,30,0
11.888,4.38,30,28,30,0
11.891,3.88,30,28,30,0
11.896,4.06,30,28,30,0
11.900,4.11,30,28,30,0
11.904,4.20,30,28,30,0
11.910,5.74,30,28,30,0
11.915,5.45,30,28,30,0
11.919,4.02,30,28,30,0
11.926,6.82,30,28,30,0
11.932,5.78,30,28,30,0
11.937,5.39,30,28,30,0
11.942,5.34,30,28,30,0
11.948,5.27,30,28,30,0
11.955,7.55,30,28,30,0
11.959,4.28,30,28,30,0
11.963,4.01,30,28,30,0
11.968,4.21,30,28,30,0
11.973,5.47,30,28,30,0
11.979,5.56,30,28,30,0
11.983,4.57,30,28,30,0
11.989,6.09,30,28,30,0
11.995,5.31,30,28,30,0
12.000,4.85,30,28,30,0
12.005,5.13,30,28,30,0
12.010,5.65,30,28,30,0
12.016,5.37,30,28,30,0
12.022,6.39,30,28,30,0
12.027,4.57,30,28,30,0
12.031,4.78,30,28,30,0
12.036,4.84,30,28,30,0
12.043,6.84,30,28,30,0
12.048,4.58,30,28,30,0
12.052,4.32,30,28,30,0
12.096,44.37,30,28,30,0
